"","date","visits","bounces","pageviews","avgTimeOnSite","goal2completions"
"161",2009-08-24,238,38,1756,258,0
"162",2009-08-25,360,86,2372,243.825,2
"163",2009-08-26,384,74,3003,296.729166666667,5
"164",2009-08-27,328,75,2408,251.753048780488,3
"165",2009-08-28,390,78,2884,288.279487179487,2
"166",2009-08-29,381,75,2802,296.616797900262,4
"167",2009-08-30,428,81,3828,324.735981308411,2
"168",2009-08-31,471,90,3520,241.397027600849,3
"169",2009-09-01,513,102,3704,287.686159844055,6
"170",2009-09-02,431,77,3486,339.164733178654,7
"171",2009-09-03,440,98,3134,279.220454545455,10
"172",2009-09-04,456,75,3877,338.800438596491,5
"173",2009-09-05,435,88,3320,261.866666666667,7
"174",2009-09-06,537,91,4517,325.251396648045,10
"175",2009-09-07,551,88,4402,304.980036297641,9
"176",2009-09-08,475,92,3451,272.147368421053,4
"177",2009-09-09,867,118,7161,305.246828143022,16
"178",2009-09-10,1034,113,9410,355.973887814313,28
"179",2009-09-11,1055,129,9376,363.214218009479,22
"180",2009-09-12,1085,142,10090,349.463594470046,20
"181",2009-09-13,1206,130,10548,324.538142620232,34
"182",2009-09-14,1220,145,10266,331.934426229508,24
"183",2009-09-15,1115,138,9547,334.825112107623,16
"184",2009-09-16,1033,136,8670,311.86931268151,16
"185",2009-09-17,1064,141,9314,339.892857142857,21
"186",2009-09-18,972,113,8659,336.84670781893,24
"187",2009-09-19,969,99,8627,324.47471620227,24
"188",2009-09-20,1078,128,9021,312.815398886827,21
"189",2009-09-21,1166,140,9170,294.706689536878,25
"190",2009-09-22,1063,142,8845,327.190968955786,23
"191",2009-09-23,1063,148,8895,308.201317027281,21
"192",2009-09-24,1044,153,8741,311.955938697318,11
"193",2009-09-25,1003,128,8814,323.779661016949,22
"194",2009-09-26,1033,133,9601,347.375605033882,12
"195",2009-09-27,1262,129,11063,305.249603803487,25
"196",2009-09-28,1273,193,10753,329.031421838178,28
"197",2009-09-29,1162,180,9315,312.200516351119,20
"198",2009-09-30,1184,176,9864,314.367398648649,18
"199",2009-10-01,1160,209,9337,271.525862068966,23
"200",2009-10-02,1079,189,8531,280.241890639481,16
"201",2009-10-03,1121,157,9677,315.638715432649,21
"202",2009-10-04,1335,163,11388,323.179026217228,31
"203",2009-10-05,1343,213,11008,301.248696947133,32
"204",2009-10-06,1117,195,9353,317.23545210385,22
"205",2009-10-07,1201,205,9833,289.562864279767,22
"206",2009-10-08,1194,186,9838,329.391122278057,19
"207",2009-10-09,1190,204,9771,308.405042016807,21
"208",2009-10-10,1185,203,9689,300.892827004219,25
"209",2009-10-11,1252,167,10945,342.481629392971,29
"210",2009-10-12,1470,202,11330,279.47074829932,27
"211",2009-10-13,1095,168,8861,305.702283105023,25
"212",2009-10-14,1221,173,10469,319.498771498771,20
"213",2009-10-15,1234,183,10603,322.97811993517,20
"214",2009-10-16,1092,171,8745,291.305860805861,16
"215",2009-10-17,1016,154,9086,319.213582677165,11
"216",2009-10-18,1188,133,11128,342,23
"217",2009-10-19,1373,195,11921,320.053896576839,26
"218",2009-10-20,1360,219,11194,367.409558823529,29
"219",2009-10-21,1272,185,11422,333.456761006289,18
"220",2009-10-22,1210,180,10291,321.5,20
"221",2009-10-23,1104,125,10329,357.986413043478,34
"222",2009-10-24,1011,106,9630,340.922848664688,21
"223",2009-10-25,1100,140,9842,339.864545454545,19
"224",2009-10-26,1308,133,12544,349.116972477064,30
"225",2009-10-27,1149,149,10163,293.889469103568,15
"226",2009-10-28,1140,183,9727,304.869298245614,23
"227",2009-10-29,1042,117,8753,320.053742802303,23
"228",2009-10-30,1060,126,9333,308.554716981132,16
"229",2009-10-31,941,106,8342,320.013815090329,9
"230",2009-11-01,1177,126,10593,315.355989804588,28
"231",2009-11-02,1264,154,10460,309.361550632911,26
"232",2009-11-03,1210,159,10095,305.657851239669,28
"233",2009-11-04,1208,139,10447,313.128311258278,24
"234",2009-11-05,1198,185,9925,300.681135225376,26
"235",2009-11-06,1130,146,9458,293.413274336283,24
"236",2009-11-07,1142,124,10342,324.062171628722,18
"237",2009-11-08,1422,153,12173,315.825597749648,27
"238",2009-11-09,1513,209,12491,303.598810310641,26
"239",2009-11-10,1382,185,12040,334.16497829233,35
"240",2009-11-11,1513,213,13362,332.931262392597,45
"241",2009-11-12,1390,208,11310,308.468345323741,24
"242",2009-11-13,1437,200,12359,337.412665274878,21
"243",2009-11-14,259,76,1896,256.799227799228,2
"244",2009-11-15,236,64,1490,307.817796610169,3
"245",2009-11-16,205,71,1322,235.351219512195,2
"246",2009-11-17,198,84,1006,240.883838383838,3
"247",2009-11-18,176,74,1038,206.954545454545,0
"248",2009-11-19,118,14,757,275.389830508475,1
"249",2009-11-20,1286,168,9019,279.094090202177,22
"250",2009-11-21,1812,261,12686,293.794701986755,26
"251",2009-11-22,2048,275,14041,277.06591796875,31
"252",2009-11-23,2351,322,15554,253.396427052318,47
"253",2009-11-24,1921,293,12374,250.041124414368,20
"254",2009-11-25,2110,307,12987,231.107582938389,30
"255",2009-11-26,2683,297,14102,225.129705553485,45
"256",2009-11-27,3368,415,20879,261.813836104513,47
"257",2009-11-28,2220,288,14710,255.177477477477,38
"258",2009-11-29,2274,269,16989,294.040017590149,33
"259",2009-11-30,2699,284,19831,281.190811411634,52
"260",2009-12-01,1904,268,13676,293.241071428571,42
"261",2009-12-02,1714,219,14064,333.431738623104,30
"262",2009-12-03,1706,208,13095,317.205744431419,36
"263",2009-12-04,1835,366,13294,298.155313351499,20
"264",2009-12-05,1976,396,14942,276.852732793522,34
"265",2009-12-06,2104,352,16916,293.450570342205,35
"266",2009-12-07,2462,439,18971,288.976848090983,47
"267",2009-12-08,2136,455,15769,267.947097378277,40
"268",2009-12-09,2130,430,13983,266.119718309859,41
"269",2009-12-10,2216,452,15283,292.080776173285,43
"270",2009-12-11,2116,406,14988,276.624763705104,43
"271",2009-12-12,2061,389,14321,283.083454633673,40
"272",2009-12-13,2360,444,15501,259.817796610169,55
"273",2009-12-14,2459,498,15922,261.62911752745,44
"274",2009-12-15,2315,456,15102,263.572354211663,44
"275",2009-12-16,2282,462,14297,250.662138475022,49
"276",2009-12-17,2342,447,15221,253.32536293766,38
"277",2009-12-18,2256,481,13953,251.274822695035,53
"278",2009-12-19,2116,465,13375,244.523629489603,31
"279",2009-12-20,2294,467,14457,251.971665213601,41
"280",2009-12-21,2512,512,15987,267.332404458599,42
"281",2009-12-22,2409,556,14477,230.958073889581,30
"282",2009-12-23,2270,481,14227,247.433480176211,34
"283",2009-12-24,1584,388,9103,220.769570707071,13
"284",2009-12-25,1500,379,8900,211.097333333333,6
"285",2009-12-26,2372,495,14280,228.99957841484,15
"286",2009-12-27,2205,511,13612,230.8589569161,25
"287",2009-12-28,2421,567,14359,216.000413052458,30
"288",2009-12-29,2127,498,12339,227.617301363423,24
"289",2009-12-30,2013,504,11518,213.110283159463,24
"290",2009-12-31,1561,425,8979,210.391415759129,12
"291",2010-01-01,1913,506,11276,214.937794040774,13
"292",2010-01-02,2028,512,12291,232.733727810651,24
"293",2010-01-03,2054,544,12049,220.87147030185,16
"294",2010-01-04,2028,523,11371,204.629684418146,28
"295",2010-01-05,1875,510,11164,223.308266666667,19
"296",2010-01-06,1722,470,9683,222.746225319396,14
"297",2010-01-07,1730,433,10070,239.175144508671,21
"298",2010-01-08,1903,483,11454,223.3105622701,16
"299",2010-01-09,1914,529,10568,213.038140020899,15
"300",2010-01-10,2096,475,12597,240.640267175573,24
"301",2010-01-11,1999,502,12107,227.579789894947,18
"302",2010-01-12,1830,529,9834,197.779234972678,21
"303",2010-01-13,1874,531,10342,207.798826040555,10
"304",2010-01-14,1942,474,10823,217.1508753862,14
"305",2010-01-15,1994,506,11246,221.331995987964,15
"306",2010-01-16,2099,499,13235,260.701286326822,30
"307",2010-01-17,2090,543,12862,243.885167464115,24
"308",2010-01-18,2267,603,13374,226.766210851345,17
"309",2010-01-19,1856,508,10714,233.953663793103,14
"310",2010-01-20,1915,468,11850,256.072584856397,20
"311",2010-01-21,1964,496,11894,242.985234215886,12
"312",2010-01-22,1885,490,11076,244.25198938992,19
"313",2010-01-23,1886,479,11956,251.685047720042,24
"314",2010-01-24,2153,525,13411,246.328379006038,29
"315",2010-01-25,2120,545,12318,226.830188679245,28
"316",2010-01-26,1967,496,11908,234.076258261312,26
"317",2010-01-27,1969,539,12105,230.429659725749,23
"318",2010-01-28,2030,575,11500,226.7960591133,21
"319",2010-01-29,2031,528,12147,226.400787789266,23
"320",2010-01-30,2226,556,13740,229.422282120395,24
"321",2010-01-31,2485,583,16431,264.020523138833,31
"322",2010-02-01,2436,555,14808,259.740558292282,29
"323",2010-02-02,2150,473,13715,239.612093023256,24
"324",2010-02-03,2220,462,14476,252.10990990991,24
"325",2010-02-04,2332,523,15068,249.155231560892,27
"326",2010-02-05,2413,570,14007,230.595938665562,15
"327",2010-02-06,2406,527,15529,239.457605985037,26
"328",2010-02-07,2348,550,14456,227.184838160136,20
"329",2010-02-08,2486,626,14886,225.880128720837,23
"330",2010-02-09,2407,541,15204,247.993768176153,28
"331",2010-02-10,2250,486,14006,241.495555555556,29
"332",2010-02-11,2202,519,14341,259.302452316076,27
"333",2010-02-12,2312,505,14289,231.900951557093,22
"334",2010-02-13,2168,477,14440,260.976937269373,19
"335",2010-02-14,2225,424,14236,253.146966292135,30
"336",2010-02-15,2620,589,15882,235.52786259542,25
"337",2010-02-16,2026,480,12845,243.374136229023,20
"338",2010-02-17,1995,478,13051,257.867669172932,23
"339",2010-02-18,1993,464,12366,240.499749121927,25
"340",2010-02-19,2038,490,12674,243.131992149166,13
"341",2010-02-20,2214,520,14795,253.794489611563,24
"342",2010-02-21,2302,534,15036,239.435273675065,21
"343",2010-02-22,2433,609,15470,249.337443485409,27
"344",2010-02-23,2132,469,13387,249.293621013133,29
"345",2010-02-24,2178,560,12854,229.45867768595,30
"346",2010-02-25,2144,575,12642,224.151585820896,24
"347",2010-02-26,2109,509,12967,241.927453769559,25
"348",2010-02-27,2111,522,12446,218.457129322596,26
"349",2010-02-28,2344,584,13725,214.648464163823,24
"350",2010-03-01,2447,604,14388,223.661626481406,27
"351",2010-03-02,2185,522,13544,218.84118993135,17
"352",2010-03-03,2095,574,11955,223.58138424821,23
"353",2010-03-04,2016,548,11562,213.901785714286,25
"354",2010-03-05,2043,531,11785,217.363680861478,19
"355",2010-03-06,2081,529,12735,234.697260932244,24
"356",2010-03-07,2320,595,13956,236.444396551724,24
"357",2010-03-08,2396,659,14492,228.568864774624,28
"358",2010-03-09,2065,557,12065,210.133656174334,16
"359",2010-03-10,1989,531,11283,210.323780794369,23
"360",2010-03-11,1973,539,11066,211.073998986315,18
"361",2010-03-12,1829,479,10650,236.055768179333,19
"362",2010-03-13,2003,493,11607,224.095356964553,26
"363",2010-03-14,1964,529,11125,225.281568228106,19
"364",2010-03-15,2119,607,12093,219.210948560642,33
"365",2010-03-16,2046,491,12732,230.285923753666,30
"366",2010-03-17,1743,469,10149,221.987378083764,21
"367",2010-03-18,1809,472,10425,213.358761746821,20
"368",2010-03-19,1802,442,10948,236.639289678135,22
"369",2010-03-20,1992,493,12172,237.741967871486,15
"370",2010-03-21,2268,560,13025,212.520723104056,20
"371",2010-03-22,1941,522,11772,235.63008758372,32
"372",2010-03-23,1954,513,11462,231.777891504606,27
"373",2010-03-24,1905,519,11579,241.530183727034,23
"374",2010-03-25,1889,486,11630,247.579142403388,14
"375",2010-03-26,1866,495,10662,220.123258306538,22
"376",2010-03-27,1884,519,10886,224.5483014862,24
"377",2010-03-28,1986,517,11660,229.003524672709,23
"378",2010-03-29,2038,574,11950,229.874877330716,29
"379",2010-03-30,1891,525,10717,221.113167636171,20
"380",2010-03-31,2079,515,11773,210.433862433862,24
"381",2010-04-01,2171,563,12731,236.904191616766,30
"382",2010-04-02,2333,620,13898,241.813973424775,25
"383",2010-04-03,2084,575,12101,212.488483685221,25
"384",2010-04-04,1952,514,10993,214.27868852459,16
"385",2010-04-05,3046,871,16733,227.91267235719,34
"386",2010-04-06,2984,890,16900,242.576742627346,23
"387",2010-04-07,3035,877,17047,224.179571663921,22
"388",2010-04-08,2776,861,15258,205.015850144092,34
"389",2010-04-09,2420,660,13877,230.81652892562,18
"390",2010-04-10,2515,746,14800,218.624254473161,28
"391",2010-04-11,2655,773,14274,208.312617702448,27
"392",2010-04-12,2849,814,15858,215.313794313794,32
"393",2010-04-13,2371,661,13046,227.950653732602,26
"394",2010-04-14,2248,572,13998,250.249555160142,29
"395",2010-04-15,2243,498,14364,253.905483727151,28
"396",2010-04-16,2376,533,14725,248.602693602694,40
"397",2010-04-17,2341,537,14720,257.632635625801,23
"398",2010-04-18,2617,495,17938,276.634314100115,33
"399",2010-04-19,2577,581,15907,243.691889794334,32
"400",2010-04-20,2196,511,14400,268.853369763206,32
"401",2010-04-21,527,166,2755,193.03605313093,5
"402",2010-04-22,189,52,1129,235.15873015873,8
"403",2010-04-23,161,40,1087,336.683229813665,3
"404",2010-04-24,157,47,1119,276.40127388535,1
"405",2010-04-25,137,26,912,242.678832116788,1
"406",2010-04-26,167,49,947,250.431137724551,0
"407",2010-04-27,132,47,758,208.060606060606,2
"408",2010-04-28,118,33,707,230.71186440678,1
"409",2010-04-29,118,36,669,177.932203389831,2
"410",2010-04-30,122,32,757,236.639344262295,2
"411",2010-05-01,105,24,905,283.942857142857,0
"412",2010-05-02,147,29,1127,324.278911564626,2
"413",2010-05-03,1990,474,12444,232.077386934673,20
"414",2010-05-04,2186,517,13173,227.993595608417,28
"415",2010-05-05,2034,440,13208,262.301868239921,34
"416",2010-05-06,2089,477,12726,246.797510770704,21
"417",2010-05-07,2101,451,13621,278.278438838648,25
"418",2010-05-08,1893,463,12670,278.670364500792,24
"419",2010-05-09,2049,459,12911,248.074182528062,21
"420",2010-05-10,2262,465,14071,244.526967285588,41
"421",2010-05-11,2098,482,13267,252.585795996187,30
"422",2010-05-12,2179,474,14115,257.059660394676,25
"423",2010-05-13,2269,503,14451,271.360951961216,36
"424",2010-05-14,2014,431,13066,266.291956305859,23
"425",2010-05-15,2146,427,15110,315.846225535881,36
"426",2010-05-16,2360,514,15885,272.914830508475,28
"427",2010-05-17,2588,587,15825,252.515842349304,43
"428",2010-05-18,2278,529,13905,260.838454784899,37
"429",2010-05-19,2254,496,14818,260.941437444543,26
"430",2010-05-20,2144,462,13950,272.617537313433,28
"431",2010-05-21,2033,486,12924,261.249385145106,31
"432",2010-05-22,1840,426,12705,288.773369565217,31
"433",2010-05-23,2369,481,16361,269.73786407767,36
"434",2010-05-24,2636,522,16591,247.742412746586,43
"435",2010-05-25,2539,540,17081,267.062623079953,37
"436",2010-05-26,2526,484,16620,253.085906571655,37
"437",2010-05-27,2724,505,18935,288.418869309838,42
"438",2010-05-28,3178,566,21924,282.68281938326,48
"439",2010-05-29,2776,477,20090,286.115273775216,26
"440",2010-05-30,2874,485,20809,287.148225469729,38
"441",2010-05-31,3033,546,22050,289.965380811078,46
"442",2010-06-01,2744,580,18031,254.795189504373,36
"443",2010-06-02,2611,599,17029,250.482956721563,33
"444",2010-06-03,2612,569,16607,267.362174578867,34
"445",2010-06-04,2300,473,16089,276.535652173913,30
"446",2010-06-05,2353,502,16722,291.868253293668,26
"447",2010-06-06,2627,547,17524,256.623524933384,36
"448",2010-06-07,2859,619,19203,262.388247639035,37
"449",2010-06-08,2484,547,17581,257.406602254428,28
"450",2010-06-09,2513,526,17065,280.847990449662,29
"451",2010-06-10,2451,517,16241,283.709914320685,40
"452",2010-06-11,2307,486,15641,272.485912440399,37
"453",2010-06-12,2345,530,16045,262.806396588486,35
"454",2010-06-13,2534,495,17836,281.518547750592,30
"455",2010-06-14,2974,586,20268,278.554808338937,44
"456",2010-06-15,2655,535,17921,262.464406779661,30
"457",2010-06-16,2552,494,17597,284.195532915361,31
"458",2010-06-17,2461,509,16980,267.847216578627,32
"459",2010-06-18,2443,488,16478,265.665984445354,24
"460",2010-06-19,2297,465,16060,264.353069220723,26
"461",2010-06-20,2287,425,15738,266.810231744644,29
"462",2010-06-21,2792,524,19729,266.228151862464,32
"463",2010-06-22,2654,522,18200,252.243029389601,35
"464",2010-06-23,2536,503,18355,285.382097791798,37
"465",2010-06-24,2479,465,17948,288.084308188786,34
"466",2010-06-25,2369,465,17017,269.3853946813,37
"467",2010-06-26,2235,445,16270,287.228635346756,30
"468",2010-06-27,2547,466,18239,285.422065174715,35
"469",2010-06-28,2942,507,20741,270.911624745071,38
"470",2010-06-29,2697,541,19096,279.93659621802,48
"471",2010-06-30,2912,549,20518,273.449519230769,41
"472",2010-07-01,3283,565,23194,284.833384099909,55
"473",2010-07-02,3676,554,28549,309.555223068553,67
"474",2010-07-03,2897,512,21987,310.193648602002,45
"475",2010-07-04,2280,376,17129,293.259210526316,44
"476",2010-07-05,3291,590,24388,303.493467031297,61
"477",2010-07-06,2908,564,20787,281.01272352132,60
"478",2010-07-07,2796,537,20415,307.593347639485,55
"479",2010-07-08,2579,485,18992,293.526172935246,45
"480",2010-07-09,2673,539,18225,271.610175832398,38
"481",2010-07-10,2485,483,18111,293.911468812877,30
"482",2010-07-11,2616,517,19677,309.838302752294,43
"483",2010-07-12,2862,623,21255,295.9357092942,46
"484",2010-07-13,2688,565,18994,283.119047619048,42
"485",2010-07-14,2909,657,19528,260.845651426607,43
"486",2010-07-15,2763,630,18261,255.314151284835,34
"487",2010-07-16,2660,611,18133,275.581203007519,36
"488",2010-07-17,2445,563,17697,306.41308793456,38
"489",2010-07-18,2824,606,19769,267.546388101983,37
"490",2010-07-19,3077,701,19710,251.290867728307,43
"491",2010-07-20,2820,631,19525,278.013475177305,54
"492",2010-07-21,2714,587,19447,277.906411201179,51
"493",2010-07-22,2789,586,19271,275.042309071352,37
"494",2010-07-23,2443,497,16962,276.606221858371,41
"495",2010-07-24,2422,474,17443,288.571428571429,28
"496",2010-07-25,2587,537,17960,270.170467723232,30
"497",2010-07-26,2761,582,18521,267.361463237957,37
"498",2010-07-27,2537,492,17917,282.286558927868,41
"499",2010-07-28,2442,527,16655,285.605241605242,47
"500",2010-07-29,2467,467,18904,307.81475476287,46
"501",2010-07-30,2394,441,17151,291.415204678363,36
"502",2010-07-31,2263,443,16784,292.585064074238,31
"503",2010-08-01,2538,468,18893,304.536249014972,46
"504",2010-08-02,2476,506,17452,290.834410339257,41
"505",2010-08-03,2505,484,17495,285.18123752495,46
"506",2010-08-04,2428,419,17859,304.042009884679,44
"507",2010-08-05,2575,434,18509,291.153398058252,48
"508",2010-08-06,2372,394,17744,327.41652613828,40
"509",2010-08-07,2316,409,16822,283.280656303972,43
"510",2010-08-08,2437,417,18955,334.9052113254,55
"511",2010-08-09,2696,509,20008,321.677670623145,54
"512",2010-08-10,2455,443,18342,320.206109979633,43
"513",2010-08-11,2314,422,17255,319.093777009507,49
"514",2010-08-12,1694,304,13258,328.295159386068,29
"515",2010-08-13,2237,416,16513,323.816271792579,34
"516",2010-08-14,2074,362,15909,335.273866923819,52
"517",2010-08-15,2385,406,18039,322.62180293501,38
"518",2010-08-16,2528,439,18310,314.365506329114,58
"519",2010-08-17,2393,415,17449,308.577517760134,39
"520",2010-08-18,2205,399,16194,327.605442176871,47
"521",2010-08-19,2400,520,16266,285.165,45
"522",2010-08-20,2438,643,15196,265.553732567678,48
"523",2010-08-21,2540,710,15934,254.332283464567,36
"524",2010-08-22,2626,698,16143,249.253617669459,30
"525",2010-08-23,2682,746,16283,262.719239373602,36
"526",2010-08-24,2185,552,13599,276.82471395881,29
"527",2010-08-25,2161,518,14795,299.481258676539,48
"528",2010-08-26,2117,483,13521,279.656589513462,40
"529",2010-08-27,2047,437,14657,288.629213483146,26
"530",2010-08-28,1978,450,12956,285.90242669363,31
"531",2010-08-29,2283,484,16300,305.44502847131,43
"532",2010-08-30,2367,518,17178,301.849598648078,37
"533",2010-08-31,2101,431,14505,307.185625892432,48
"534",2010-09-01,2032,377,14381,326.79625984252,33
"535",2010-09-02,2109,475,14355,292.822664770033,38
"536",2010-09-03,2478,467,16654,295.198950766747,36
"537",2010-09-04,2288,541,14888,275.872814685315,34
"538",2010-09-05,2492,490,17321,300.194221508828,39
"539",2010-09-06,2796,582,19586,298.37660944206,40
"540",2010-09-07,2023,416,13792,300.269896193772,35
"541",2010-09-08,1875,371,12645,297.703466666667,35
"542",2010-09-09,1877,339,13110,309.33937133724,40
"543",2010-09-10,1742,294,12600,318.967278989667,30
"544",2010-09-11,1589,255,12799,360.916299559471,31
"545",2010-09-12,1760,284,13164,325.155113636364,37
"546",2010-09-13,1773,305,11867,296.353637901861,28
"547",2010-09-14,1683,272,11186,283.515151515152,41
"548",2010-09-15,1784,282,12762,310.844170403587,43
"549",2010-09-16,1819,282,13878,353.367784496976,36
"550",2010-09-17,1674,257,12117,318.494026284349,33
"551",2010-09-18,1682,255,12695,330.644470868014,36
"552",2010-09-19,2003,282,14585,318.185721417873,45
"553",2010-09-20,1872,254,14882,364.832799145299,43
"554",2010-09-21,1798,250,13829,348.51724137931,51
"555",2010-09-22,1894,295,13713,322.970432946146,46
"556",2010-09-23,1707,235,13200,319.469244288225,32
"557",2010-09-24,1671,241,12698,324.62118491921,41
"558",2010-09-25,1682,227,13924,359.839476813318,25
"559",2010-09-26,1699,239,13268,344.816362566215,30
